event_id,race_id,name,details,start_time,end_time,age_calc_base_date,registration_opens,event_type,distance,volunteer,require_dob,require_phone,giveaway,fetched_date,credentials_used,timing_partner_id
937582,158767,"5K Participant",,"6/21/2025 08:30",,,"1/14/2025 16:53",running_race,"3.1 Miles",F,T,T,"T-Shirt (Unisex)","2025-06-03 19:25:24",KMVON3kq...,1
937583,158767,"5K GORUCK  Participant",,"6/21/2025 08:30",,,"1/14/2025 16:53",running_race,"3.1 Miles",F,T,T,"T-Shirt (Unisex)","2025-06-03 19:25:24",KMVON3kq...,1
937584,158767,"5K Active Duty Military Participant",,"6/21/2025 08:30",,,"1/14/2025 16:53",running_race,5K,F,T,T,"T-Shirt (Unisex)","2025-06-03 19:25:24",KMVON3kq...,1
937585,158767,"Tadpole Trot Participant",,"6/21/2025 08:30",,,"1/14/2025 06:22",running_race,"100 Yards",F,T,T,"T-Shirt (Unisex)","2025-06-03 19:25:24",KMVON3kq...,1
937586,158767,Volunteer,,"6/21/2025 06:00",,,"1/14/2025 17:38",nonprofit_event,,T,T,T,"Volunteer T-Shirt (Unisex)","2025-06-03 19:25:24",KMVON3kq...,1
938108,109351,"5k Run/Walk",,"7/4/2025 08:30","7/4/2025 10:00",,"2/23/2025 01:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
938110,109351,"Kids Fun Run",,"7/4/2025 09:30","7/4/2025 10:00",,"2/23/2025 01:00",running_race,"1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
938913,176384,"5k Registration",,"9/27/2025 08:00","9/27/2025 12:00",9/27/2025,"3/1/2025 02:15",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:34",voNeS2VZ...,11
939561,25402,"Raven Rocks Run 10k Trail Race","See Raven Rocks Run website for details on the Raven Rocks Run. http://ravenrocksrun.org","11/9/2025 09:00","11/9/2025 11:30",11/9/2025,"12/30/2024 00:00",running_race,10K,F,T,T,"T-Shirt (tech short sleeve or cotton long sleeve)","2025-06-03 19:25:32",EuMWyAqP...,10
939562,25402,"Raven 100k Challenge","See Raven 100k Challenge details on website here: https://ravenrocksrun.org/raven-challenge-badges-and-achievements/","11/1/2025 00:00","11/30/2025 23:59",11/1/2025,"12/30/2024 00:00",virtual_race,,F,T,T,"T-Shirt (tech short sleeve or cotton long sleeve)","2025-06-03 19:25:32",EuMWyAqP...,10
939631,176450,8K,,"6/8/2025 08:45","6/8/2025 12:00",5/17/2025,"1/1/2025 00:00",running_race,8K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
939636,176450,5K,,"6/8/2025 08:45","6/8/2025 12:00",,"1/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
939637,176450,"1 Mile Run w/ Shirt",,"6/8/2025 08:15","6/8/2025 12:00",,"1/1/2025 00:00",running_race,"1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
939639,176450,"Yoga Only",,"6/8/2025 10:00","6/8/2025 12:00",,"1/1/2025 00:00",other,,F,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
939648,176450,"8K + 1 Mile Combo",,"6/8/2025 08:15","6/8/2025 12:00",,"1/1/2025 00:00",running_race,8K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
939651,176450,"Virtual 8K",,"6/8/2025 09:00","6/8/2025 12:00",,"1/1/2025 22:55",virtual_race,8K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
939652,176450,"5K + 1 Mile Combo",,"6/8/2025 08:15","6/8/2025 12:00",,"1/1/2025 22:55",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
939656,176450,"Virtual 5K",,"6/8/2025 09:00","6/8/2025 12:00",,"1/1/2025 22:55",virtual_race,,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
939657,176450,"1 Mile Run (no shirt)",,"6/8/2025 08:15","6/8/2025 12:00",,"1/1/2025 22:55",running_race,,F,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
939661,176450,"Virtual 1 Mile",,"6/8/2025 09:00","6/8/2025 12:00",,"1/1/2025 22:55",virtual_race,,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
941461,176619,"5K Run/Walk",,"7/26/2025 08:30",,7/25/2025,"12/31/2024 00:01",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
941961,141069,"Family Route (13 Mile)","Shorter distance route for those who can't wait to get back to the fun on Festus Main Street! Be advised there is still a fair amount of elevation on this route. ","8/17/2025 08:00","8/17/2025 12:00",,"3/5/2025 01:00",fundraising_ride,"13 Miles",F,T,T,"2025 Bottleneck Bridge Ride t-shirt","2025-06-03 19:25:24",KMVON3kq...,1
941962,141069,"34 Mile Route",,"8/17/2025 08:00","8/17/2025 12:00",,"3/5/2025 01:00",fundraising_ride,"34 Miles",F,T,T,"2025 Bottleneck Bridge Ride t-shirt","2025-06-03 19:25:24",KMVON3kq...,1
941963,141069,"41 Mile Route",,"8/17/2025 08:00","8/17/2025 12:00",,"3/5/2025 01:00",fundraising_ride,"41 Miles",F,T,T,"2025 Bottleneck Bridge Ride t-shirt","2025-06-03 19:25:24",KMVON3kq...,1
941964,141069,"67 Mile Route",,"8/17/2025 08:00","8/17/2025 12:00",,"3/5/2025 14:18",fundraising_ride,,F,T,T,"2025 Bottleneck Bridge T-Shirt","2025-06-03 19:25:24",KMVON3kq...,1
941965,141069,"Kid's Race Presented By Living Life on 2 Wheels","Fun race down a short segment of Festus Main Street. Kids will be placed in blocks according to age. ","8/17/2025 14:00","8/17/2025 15:00",,"3/6/2025 00:59",fundraising_ride,"1 Miles",T,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
942115,176695,5K,,"7/4/2025 08:30",,,"12/31/2024 10:50",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:27",vP2zSKDo...,5
942116,176695,3K,,"7/4/2025 08:30",,,"12/31/2024 10:50",running_race,3K,F,T,T,T-Shirt,"2025-06-03 19:25:27",vP2zSKDo...,5
942377,48055,"5-Person Marathon Relay",,"10/5/2025 07:00",,,"2/1/2025 10:52",running_race,,F,T,T,T-Shirt,"2025-06-03 19:25:26",e1lSV9eY...,4
942764,91971,"5K Run","All participants will receive bib, Mission Inn Run T-Shirt, Finisher Medal and tote bag.  
","10/19/2025 08:30",,,"1/1/2025 03:00",running_only,5K,F,T,T,"Official T-Shirt & Finisher Medal","2025-06-03 19:25:30",0NffC99H...,8
942765,91971,"5K Walk","All participants will receive bib, Mission Inn Run T-Shirt, Finisher Medal and tote bag.   No age division awards. If you would like to be considered for an age division award, please change registration to 5K Run (even if you plan on walking). ","10/19/2025 09:00",,,"1/1/2025 03:00",walking_only,5K,F,T,T,"Official T-Shirt & Finisher Medal","2025-06-03 19:25:30",0NffC99H...,8
942766,91971,10K,"All participants will receive bib, Mission Inn Run T-Shirt, Finisher Medal and tote bag.  
","10/19/2025 07:45",,,"1/2/2025 03:00",running_race,10K,F,T,T,"Official T-Shirt & Finisher Medal","2025-06-03 19:25:30",0NffC99H...,8
942767,91971,"1/2 Marathon","All participants will receive bib, Mission Inn Run T-Shirt, Finisher Medal and tote bag.  

Time Limit: Four Hours

","10/19/2025 07:00",,,"1/2/2025 03:00",running_race,"13.1 Miles",F,T,T,"Official T-Shirt & Finisher Medal","2025-06-03 19:25:30",0NffC99H...,8
942768,91971,"Virtual 5K (Virtual Run/Walk)","A virtual 5K.  Run or walk anywhere you'd like (including a treadmill!)   All participants will receive bib, Mission Inn Run T-Shirt, Finisher Medal and tote bag.  
","10/19/2025 00:00","10/19/2025 23:59",,"1/2/2025 03:00",virtual_race,5K,F,T,T,"Official T-Shirt & Finisher Medal","2025-06-03 19:25:30",0NffC99H...,8
942769,91971,"Virtual 10K (Virtual Run/Walk)","A virtual 10K.  Run or walk anywhere you'd like (including a treadmill!) All participants will receive bib, Mission Inn Run T-Shirt, Finisher Medal and tote bag.  ","10/19/2025 00:00","10/19/2025 23:59",,"1/2/2025 03:00",virtual_race,10K,F,T,T,"Official T-Shirt & Finisher Medal","2025-06-03 19:25:30",0NffC99H...,8
942770,91971,"Virtual 1/2 Marathon (Virtual Run/Walk)","A virtual 1/2 Marathon.  Run or walk anywhere you'd like (including a treadmill!) All participants will receive bib, Mission Inn Run T-Shirt, Finisher Medal and tote bag.  
","10/19/2025 00:00","10/19/2025 23:59",,"1/2/2025 03:00",virtual_race,"13.1 Miles",F,T,T,"Official T-Shirt & Finisher Medal","2025-06-03 19:25:30",0NffC99H...,8
942771,91971,"Kids Fun Run (1/2K)","Participants must be 12 or under. Parents can join their kids on the course.  All KFR participants will receive a Special Medal. ","10/19/2025 09:30",,,"1/1/2025 03:00",running_race,500m,F,T,T,"Medal only (No Shirt)","2025-06-03 19:25:30",0NffC99H...,8
943265,176806,"Individual Rider",,"8/2/2025 10:00","8/3/2025 10:00",,"1/3/2025 09:56",bike_race,,F,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
943266,176806,"Tandem Bike",,"8/2/2025 10:00","8/3/2025 10:00",,"1/3/2025 09:56",bike_race,,F,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
943267,176806,"Team Rider",,"8/2/2025 10:00","8/3/2025 10:00",,"1/3/2025 09:56",bike_race,,F,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
943268,176806,"Recumbent Bike",,"8/2/2025 10:00","8/3/2025 10:00",,"1/3/2025 09:56",bike_race,,F,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
943431,159258,5K,,"6/28/2025 07:30","6/28/2025 10:00",,"1/15/2025 19:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
943882,13509,"5K Run/Walk","This year we plan to have packet/bib pick-up for FIVE DAYS prior to the event (October 21-25) at Big Peach Running Company, formally Runners Fit located at 7419 Spout Springs Rd. #103, Flowery Branch, GA  30542. Their store hours are 10 a.m. to 6 p.m. Once you have your packet and bib, there will be no need to check in on Saturday morning. The remaining packets will be available Saturday morning starting at 7:30am. The deadline for a guaranteed event shirt will be 10/10/24 at midnight. Those registering after this date of will receive a shirt while supplies last! This run is now an official Atlanta Journal/Constitution Peachtree Road Race Qualifying Event (Course Certification #GA23005DJ).","10/25/2025 09:00","10/25/2025 11:59",,"5/23/2025 11:59",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:26",e1lSV9eY...,4
944432,176806,"Virtual Rider",,"8/2/2025 10:00","8/3/2025 10:00",,"1/5/2025 18:07",bike_race,,F,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
944524,83952,"Youth Triathlon for 6 - 10 year olds","Age group awards for 6-7 and 8-10 year olds","6/21/2025 08:30","6/21/2025 10:30",6/21/2025,"1/10/2025 01:00",triathlon,,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
944525,83952,"Youth Triathlon for 11-15 year olds","Age group awards for 11-12, and 13-15 year olds. ","6/21/2025 08:30","6/21/2025 10:30",6/21/2025,"1/10/2025 01:00",triathlon,,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
944526,83952,"Splash and Dash 6 - 10 Year Olds","A swim and a run! ","6/21/2025 08:30","6/21/2025 10:30",,"1/10/2025 01:00",duathlon,,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
944527,83952,"Splash and Dash 11 - 15 Year Olds","A swim and a run!","6/21/2025 08:30","6/21/2025 10:30",,"1/10/2025 01:00",duathlon,,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
944528,83952,"Kids Tryathlon","The TRY-athlon is the perfect event for young kids to get out and get active. Come out and compete in a bike, run, swim competition. The swimming portion will end on the mini slides at the Chesterfield Family Aquatic Center.","6/21/2025 10:00","6/21/2025 11:00",,"1/10/2025 01:00",triathlon,,F,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
944638,176384,"Virtual 5k Registaion",,"9/27/2025 08:00","9/27/2025 12:00",9/27/2025,"1/1/2025 11:07",virtual_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:34",voNeS2VZ...,11
944639,176384,"1-Mile Fun Run",,"9/27/2025 08:00","9/27/2025 12:00",9/27/2025,"1/6/2025 11:07",running_race,"1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:34",voNeS2VZ...,11
944646,176384,"Team Registration Only",,"9/27/2025 08:00","9/27/2025 12:00",9/27/2025,"1/6/2025 11:18",nonprofit_event,,F,T,T,"","2025-06-03 19:25:34",voNeS2VZ...,11
945653,86294,"XC Camp - 5 Days",,"7/28/2025 08:00","8/1/2025 11:30",,"1/7/2025 13:00",other,,F,T,T,"Big River XC Camp Shirt","2025-06-03 19:25:24",KMVON3kq...,1
945654,86294,"XC Camp - 4 Days",,"7/28/2025 08:00","8/1/2025 11:30",,"1/7/2025 13:00",other,,F,T,T,"Big River XC Camp Shirt","2025-06-03 19:25:24",KMVON3kq...,1
945655,86294,"XC Camp - 3 Days",,"7/28/2025 08:00","8/1/2025 11:30",,"1/7/2025 13:00",other,,F,T,T,"Big River XC Camp Shirt","2025-06-03 19:25:24",KMVON3kq...,1
945656,86294,"Camp Counselor",,"7/28/2025 08:00","8/1/2025 11:30",,"1/7/2025 13:00",other,,F,T,T,"Big River XC Camp Shirt","2025-06-03 19:25:24",KMVON3kq...,1
946017,92466,"Summer XC Series Race #1",,"6/3/2025 19:00",,,"5/31/2025 19:00",running_only,"2.7 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946018,92466,"Summer XC Series Race #2",,"6/10/2025 19:00",,,"6/8/2025 19:00",running_only,"2.9 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946019,92466,"Summer XC Series Race #3",,"6/17/2025 19:00",,,"6/15/2025 19:00",running_only,"2.25 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946020,92466,"Summer XC #4 Predicted Time","Runners will enter their Predicted Time for a double loop 3 mile course. No watches may be worn during the race. The runners who come closest to their Predicted Time will win.","6/24/2025 19:00",,,"6/22/2025 17:00",running_only,"3 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946021,92466,"Summer XC #6 2 Man 6 Mile Relay","Teams of two run three alternating one-mile loops around the fields of the Park. Start/Finish and check-in by the Dog Park/Paddle courts. Entry fee $15 per team.","7/8/2025 19:00",,,"7/5/2025 07:00",running_only,"6 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946022,92466,"Summer XC Series Race #7",,"7/15/2025 19:00",,,"7/13/2025 19:00",running_only,,T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946023,92466,"Summer XC Series Race #8 Age-Graded 5K","Runners will race a 5km course, and their performances will be scored using the WAMA Age Graded Performance Tables. Runners with the highest scores will win.","7/22/2025 19:00",,,"7/20/2025 19:30",running_only,5K,T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946024,92466,"Summer XC Series Race #9 Figure 8","The field will be split in half, with each group running a Figure 8 course in the opposite direction, crossing paths at three points prior to the finish.","7/29/2025 19:00",,,"7/27/2025 07:00",running_only,"2.5 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946025,92466,"Summer XC #10 Handicap Race","Runners will start on a staggered basis, slowest to fastest. Please come with your best time for 3 miles.","8/5/2025 19:00",,,"8/3/2025 10:00",running_only,"3 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946026,92466,"Summer XC #11 Ekiden Relay","Teams of three runners cover legs of 1, 3 and 2 km. Register individually in advance - teams will sign in race night beginning at 6 PM.","8/12/2025 19:00",,,"8/10/2025 19:00",running_only,6K,T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946027,92466,"Summer XC #12 Women's Shortcut","Women get 4 shortcuts over the course of the race.","8/19/2025 19:00",,,"8/17/2025 19:08",running_only,"3 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946028,92466,"Summer XC #13 Luminaria Loop","Finish down a path lighted by candles in white paper bags (the traditional Mexican holiday luminaria). To benefit the Jenny Crain Make It Happen fund (suggested donation $10)","8/26/2025 19:00",,,"8/24/2025 19:00",running_only,"2.55 Miles",T,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946040,91232,"10-Race Series","Everyone who registers for the 10-race Series by the second race will receive a commemorative tech shirt.","6/28/2025 08:00","8/30/2025 20:00",,"5/1/2025 00:00",running_race,,F,T,T,"Short sleeve tech shirt","2025-06-03 19:25:32",EuMWyAqP...,10
946041,91232,"2.2 Mile Run/Staples High School","First race of the Series. Staples High School, North Avenue.","6/28/2025 08:00","6/28/2025 10:00",,"5/1/2025 00:00",running_race,"2.2 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946043,91232,"3.1 Mile Run/Longshore Club Park","Second race of the Series. Longshore Club Park, South Compo Road.  Please park in the dirt lot near the marina.","7/5/2025 08:00","7/5/2025 11:00",,"5/1/2025 00:00",running_race,"3.1 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946045,91232,"3.8 Mile Run/Longshore Club Park","Third race of the Series. Longshore Club Park, South Compo Road. Please park in the dirt lot near the marina.","7/12/2025 08:00","7/12/2025 11:00",,"5/1/2025 00:00",running_race,"3.8 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946047,91232,"4.1 Mile Run/Compo Beach","Fourth race of the Series. Compo Beach. Please park in the dirt lot opposite the beach entrance. You may park there until Laddie leaves after the race.","7/19/2025 08:00","7/19/2025 11:00",,"5/1/2025 00:00",running_race,"4.1 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946049,91232,"4.7 Mile Run/Longshore Club Park","Fifth race of the Series. Longshore Club Park, South Compo Road. Please park in the dirt lot near the marina.","7/26/2025 08:00","7/26/2025 11:00",,"5/1/2025 00:00",running_race,"4.7 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946051,91232,"5.85 Mile Run/Compo Beach","Sixth race of the Series. Compo Beach. Please park in the dirt lot opposite the beach entrance. You may park there until Laddie leaves after the race.","8/2/2025 08:00","8/2/2025 11:00",,"5/1/2025 00:00",running_race,"5.85 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946053,91232,"6.8 Mile Run/Compo Beach","Seventh race of the Series. Compo Beach. Please park in the dirt lot opposite the beach entrance. You may park there until Laddie leaves after the race.","8/9/2025 08:00","8/9/2025 11:00",,"5/1/2025 00:00",running_race,"6.85 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946055,91232,"8.4 Mile Run/Burying Hill Beach","Eighth race of the Series. Burying Hill Beach, Beachside Avenue. Limited parking at the beach. Additional parking at Greens Farms MetroNorth station, approximately 1/2 mile from race site.","8/16/2025 08:00","8/16/2025 11:00",,"5/1/2025 00:00",running_race,"8.4 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946057,91232,"9.3 Mile Run/Compo Beach","Ninth race of the Series. Compo Beach. Please park in the dirt lot opposite the beach entrance. You may park there until Laddie leaves after the race.","8/23/2025 08:00","8/23/2025 11:00",,"5/1/2025 00:00",running_race,"9.3 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946059,91232,"10 Mile Run/Staples High School","Final race of the Series. Staples High School, North Avenue. Last year's revised course is back!","8/30/2025 08:00","8/30/2025 11:00",,"5/1/2025 00:00",running_race,"10 Miles",F,T,T,"","2025-06-03 19:25:32",EuMWyAqP...,10
946274,144824,5k,,"11/27/2025 08:00",,,"11/25/2024 13:50",running_race,5K,F,T,T,"","2025-06-03 19:25:27",vP2zSKDo...,5
946275,144824,"1.5 Mile",,"11/27/2025 08:00",,,"1/8/2025 11:10",running_race,,F,T,T,"","2025-06-03 19:25:27",vP2zSKDo...,5
947202,177140,"5 Mile Race","Classic 5 Mile Race.  Run through neighborhoods.","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947203,177140,"5K Race","Popular 5K Race.  Run through neighborhoods.","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947204,177140,"Chamber Corporate 5K Race","Opportunity for local corporate community spirit.  Team of 3 (make and female) compete for Corporate Cup Trophy.  Run through neighborhoods.","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947205,177140,"Middle School 5K","5K Race for middle schoolers.  Kennedy and DePaolo compete for Middle School Cup Trophy,  Run through neighborhoods.","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947206,177140,"2 Mile Health Walk","2 mile guided walk on nearby linear trail","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",walking_only,"2 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947207,177140,"Color Fun Run","Run/walk on Linear Trail and get 'blasted; with color bombs","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,"1.5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947208,177140,"Y CUP 1-Mile Race","Local 4th and 5th graders run the last mile of the 5K course.  Lots of Y staff on hand!  Details provided in advance.","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947209,177140,"Little Fritter Fun Run","Variety of kid runs around the Town Green.  Run distances go from 50 yards to two times around the Town Green.","10/5/2025 09:45","10/5/2025 11:00",10/5/2025,"4/1/2025 00:00",running_race,"1 Miles",F,T,T,"T-Shirt and Medals","2025-06-03 19:25:28",yHvMFx1y...,6
947210,177140,"Military 5 Mile","Offering discount to military (past and present)","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947211,177140,"Military 5K","Offering discount to military (past and present)","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947212,177140,"Team Tyler 5 Mile","Community group running in honor/memory of Tyler Chamberland","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947213,177140,"Team Tyler 5K","Community group running in honor/memory of Tyler Chamberland","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947214,177140,"Team Ralph 2 Mile Walk","Community group running in honor/memory of Ralph Mann","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",walking_only,"2 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947215,177140,"Team Ralph 5 Mile","Community group running in honor/memory of Ralph Mann","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947216,177140,"Team Ralph 5K","Community group running in honor/memory of Ralph Mann","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947217,177140,"Team Adam & Jim 5 Mile","Community group running in honor/memory of Adam Levin and Jim Maffiolini","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947218,177140,"Team Adam & Jim 5K","Community group running in honor/memory of Adam Levin and Jim Maffiolini","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947219,177140,"Cure Crew 5 Mile","Community Group running to raise funds to beat childhood cancer","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947220,177140,"Cure Crew 5K","Community Group running to raise funds to beat childhood cancer","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947221,177140,"Team SMSAA 5 Mile","Community Group running to raise funds to support local middle school sports","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947222,177140,"Team SMSAA 5K","Community Group running to raise funds to support local middle school sports","10/5/2025 08:45","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947223,177140,"Team CT Storm 5 Mile","Community Group running to raise funds to support local track and field program ","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_only,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947224,177140,"Team CT Storm 5K","Community Group running to raise funds to support local track and field program ","10/5/2025 08:30","10/5/2025 10:00",10/5/2025,"4/1/2025 00:00",running_race,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
947586,9674,"5K Race","Performance t-shirts are guaranteed to those registered prior to May 3, 2025- Now extended to May 9, 2025.

Please note that pets and stroller are prohibited on the 5K race course. ","5/31/2025 08:45","5/31/2025 11:00",5/31/2025,"2/13/2025 06:00",running_race,5K,F,T,T,"Performance T-Shirt","2025-06-03 19:25:29",8Rs1dOb7...,7
947587,9674,"1K Fun Run","Performance t-shirts are guaranteed to those registered prior to May 3, 2025- Now extended to May 9, 2025.

Please note that pets are prohibited on the 1K fun run course. ","5/31/2025 08:30","5/31/2025 11:00",5/31/2025,"2/13/2025 06:00",running_race,1K,F,T,T,"Performance T-Shirt","2025-06-03 19:25:29",8Rs1dOb7...,7
947588,9674,"5K Virtual Run","Performance t-shirts are guaranteed to those registered prior to May 3, 2025- Now extended to May 9, 2025.","5/31/2025 06:00","6/7/2025 23:59",5/31/2025,"2/13/2025 10:00",virtual_race,5K,F,T,T,"Performance T-Shirt","2025-06-03 19:25:29",8Rs1dOb7...,7
947589,176450,"Yoga Only (Kids 12 and Under - FREE)",,"6/8/2025 09:00","6/8/2025 12:00",,"1/9/2025 21:18",other,,T,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
947625,11610,"5K Run and Health Walk",,"8/16/2025 09:00",,,"3/14/2025 16:32",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:32",EuMWyAqP...,10
947626,11610,"1K Kids Fun Run",,"8/16/2025 08:30",,,"4/28/2025 16:32",running_race,1K,F,T,T,T-Shirt,"2025-06-03 19:25:32",EuMWyAqP...,10
