race_id,name,last_date,last_end_date,next_date,next_end_date,is_draft_race,is_private_race,is_registration_open,created,last_modified,description,url,external_race_url,external_results_url,fb_page_id,fb_event_id,street,street2,city,state,zipcode,country_code,timezone,logo_url,real_time_notifications_enabled,fetched_date,credentials_used,timing_partner_id
143803,JJK5K,05/30/2024,05/30/2024,09/01/2025,09/01/2025,F,F,T,"2/26/2023 01:21","5/20/2025 13:19","<p><b>JJK 5K Run &amp; Walk During the NASCAR Cup Series Weekend at World Wide Technology Raceway</b></p>
<p>Add to your Labor Day festivities and include the fun and excitement of the third annual<br />JJK5K Race on September 1 st at World Wide Technology Raceway. Labor Day will be<br />our annual date. This will be the first event of 2025 Enjoy Illinois 300 week and we will<br />again honor our hometown champion Jackie Joyner-Kersee. She has dedicated her life<br />after Olympic competition to supporting the youth of East St. Louis. Please join us for<br />this incredible opportunity to celebrate her accomplishments and kick off the first event<br />of the 2025 Enjoy Illinois 300 week.</p>
<p>There are two events to choose from -- the 5K run or 1.25 mile walk around the oval track.  </p>
<p>It will be a unique experience for a great cause! All activities take place throughout the<br />WWTR facilities, including the same track NASCAR drivers race on for the Enjoy Illinois<br />300. Race proceeds benefit the JJK Foundation and her Winning In Life program,<br />which focuses on teaching character and leadership skills– a vital part of the Metro East<br />community supporting many youth programs.</p>",https://runsignup.com/Race/IL/Madison/JJK5K,https://wwtraceway.com/enjoyillinois300,,,,"World Wide Technology Raceway","700 Raceway Blvd",Madison,IL,62060,US,America/Chicago,https://d368g9lw5ileu7.cloudfront.net/races/race143803-logo-0.bJ-VYs.png,F,"2025-06-03 19:25:24",KMVON3kq...,1
144160,"Running Hot Clayton Fire 5K",08/10/2024,08/10/2024,08/09/2025,08/09/2025,F,F,T,"3/3/2023 12:51","5/1/2025 19:44","<h3>Join us on Saturday August 9thth for the Annual Running Hot Clayton Fire 5K.</h3>
<h3>Post race Fiesta back at the station!</h3>",https://runsignup.com/Race/DE/Clayton/RunningHotClayton5K,,,100048915288324,,"300 East St","Clayton Fire Department",Clayton,DE,19938,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race144160-logo-0.bKsxiq.png,F,"2025-06-03 19:25:31",hNkiyApi...,9
144824,"Rustoleum 5K",12/12/2023,12/12/2023,11/27/2025,11/27/2025,F,T,T,"3/15/2023 13:50","2/19/2025 16:45","<p>This race has been created to bust the rust off timing and registration on a yearly basis. Like an wet and squishy SOS pad. </p>
<p> </p>",https://runsignup.com/Race/CO/Denver/Rustoleum5K,,,,,"1685 South Colorado Boulevard","Suite J",Denver,CO,80222,US,America/Denver,https://d368g9lw5ileu7.cloudfront.net/races/race144824-logo-0.bKeGxY.png,T,"2025-06-03 19:25:27",vP2zSKDo...,5
145368,"Calarat Challenge Trail Running Festival",08/31/2024,09/01/2024,08/30/2025,08/31/2025,F,F,T,"3/24/2023 19:32","5/7/2025 22:54","<p>Join us Labor Day weekend for the Calarat Challenge Trail Running Festival. We start the festivities off on Saturday night with a <strong>5K</strong> that you can run, walk or hike, and our <strong>Kids 1K</strong>. Then on Sunday morning, we have the <strong>1/2 MARATHON</strong> and <strong>10K</strong>. All trail races start and finish at the Cal-Wood Education Center, and are run on a number of different trails throughout the beautiful private properties of Cal-Wood and Balarat Outdoor Education Center.</p>
<p>Cal-Wood Education Center is a 501(c)(3) non-profit organization dedicated to providing unique outdoor education experiences that inspire a greater appreciation for the natural world. They aim to offer enriching environmental education programs that foster a sense of wonder, responsibility, and stewardship in students of all ages, with a particular focus on including underrepresented and low-income communities.</p>
<p>Since their inception, Cal-Wood has been a beacon of hands-on learning and environmental advocacy. They proudly offer programs that immerse participants in the wonders of nature, from their summer camps to their year-round educational field trips, family camps, and workshops. Their dedicated team of educators work tirelessly to cultivate a deep connection between our visitors and the environment.</p>
<p>We have lodging or camping on Saturday night, as well as a great pasta dinner prepared. After the race, celebrate your accomplishment with your family, friends, and fellow participants at our after race party. We will have food, beer, and music, so come on up and enjoy everything Cal-wood has to offer. </p>
<p>If you are a parent participating in the Calarat Challenge Trail Running Festival, then consider our Kid Adventure Time Program on Sunday morning for 5 - 10 year olds. Cal-wood Instructors, will provide and supervise outdoor activities from 7:30 - 10:30AM, so that you can enjoy your race!</p>
<p>To add to the Cal-wood experience, the team at Cal-wood will now be taking direct bookings for lodging, meals and child supervision - <strong><em><a href=""https://www.calwood.org/calarat2025"" target=""_blank"" rel=""nofollow noopener noreferrer"">HERE</a></em></strong>.</p>
<ul><li><strong>NO</strong> Dogs are permitted in the race OR on the property.</li><li>There are <strong>NO</strong> race refunds.</li></ul>",https://runsignup.com/Race/CO/Jamestown/CalaratChallengeTrailRunningFestival,https://www.teamboco.com/#/calaratchallengetrailrunningfestival/,,,,"2282 County Road 87",,Jamestown,CO,80455,US,America/Denver,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-206857-1746672371.5905-0.bOhbRZ.png,F,"2025-06-03 19:25:27",vP2zSKDo...,5
145382,"Sunset Trail Running Festival",06/23/2024,06/23/2024,06/22/2025,06/22/2025,F,F,T,"3/25/2023 17:28","3/26/2025 13:33","<p>Join us on Sunday, June 22nd, for the Sunset Trail Running Festival in Gold Hill, CO! Hosted by The Boulder Watershed Collective and in collaboration with T.E.A.M Boulder, all money raised from the event will be donated to the town of Gold Hill, and will fund wildfire preparation and response initiatives such as forest restoration, home hardening, emergency planning, land stewardship, and community resiliency.</p>
<p>This event provides an opportunity for the Front Range trail community, to show its support for small mountain town communities that live with a high risk of disruption and destruction from wildfire, while providing visitors with access to their unique character, beauty, and the surrounding landscapes.</p>
<p><strong>RACE DETAILS</strong><br />Runners can choose between a 28K (17.4M), 12K (7.7M), 5K, or Kids 1K trail race. All distances start and finish on the main street of Gold Hill at the Gold Hill Inn, and the longer distances are run, in part, on the National Forest System roads. Runners will enjoy varied terrain of dirt roads and trails through ponderosa pine and aspen forests while taking in amazing views on these challenging courses.</p>
<p>The 28K course heads south to Salina, and then west along Fourmile Canyon Dr to the historic town of Sunset. From there, runners will head north up the Switzerland Trail and back to Gold Hill. The 12K course heads west along Gold Hill Rd to the famous Mount Alto Picnic area and back into town.</p>
<ul><li><strong>NO</strong> Dogs are permitted in the race.</li><li>There are <strong>NO</strong> race refunds.</li></ul>
<p><strong>POST-RACE</strong><br />After the race, celebrate the day with your family, friends, and fellow participants at our after race party! We will have food, drinks and music!</p>
<p><strong>BUS TRANSPORTATION<br /></strong>To ensure minimal vehicle impact and disruption to the Gold Hill community on race day, we encourage all runners and spectators to utilize the shuttle bus to and from Boulder, leaving from Boulder County Justice Center (1777 6th St, Boulder, CO 80302). Parking at Gold Hill will be very limited, and the required cost per car will be a <strong>$30.00</strong> cash donation.<br /><br /><strong>PRICING</strong> - To Gold Hill and Return to Boulder.<br />Race Participants - <strong>FREE</strong><br />Non Competing Adult - <strong>$10.00</strong><br />Non Competing 13 - 19 years - <strong>$7.00</strong><br />Non Competing 6 - 12 years - <strong>$4.00</strong><br />Non Competing 5 years &amp; under - <strong>FREE</strong></p>
<p><strong>BUS TIMETABLE</strong> -<br />Tickets are round-trip, and during the registration, you need to select a departing time for the bus trip up to Gold Hill, but you <strong>DO NOT</strong> need to select a return time back to Boulder.</p>
<p><strong>BOULDER</strong> to GOLD HILL<br />Leave <strong>6:00AM</strong> - Arrive 6:30AM (<strong>ALL</strong> 28K Runners)<br />Leave <strong>6:30AM</strong> - Arrive 7:00AM<br />Leave <strong>7:00AM</strong> - Arrive 7:30AM (<strong>LAST</strong> Bus)</p>
<p><strong>GOLD HILL</strong> to BOULDER<br />One bus will leave every 30mins once full. It will be on a first come, first served basis.<br />Leave <strong>10:00AM</strong> - Arrive 10:30AM<br />Leave <strong>10:30AM</strong> - Arrive 11:00AM<br />Leave <strong>11:00AM</strong> - Arrive 11:30AM<br />Leave <strong>11:30AM</strong> - Arrive 12:00PM<br />Leave <strong>12:00PM</strong> - Arrive 12:30PM<br />Leave <strong>12:30PM</strong> - Arrive 1:00PM (<strong>LAST</strong> Bus)</p>",https://runsignup.com/Race/CO/Boulder/SunsetTrailRunningFestival,https://www.teamboco.com/#/sunsettrailrunningfestival/,,,,"Gold Hill Inn","401 Main St",Boulder,CO,80302,US,America/Denver,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-206873-1738320343.3358-0.bNNkNx.jpg,F,"2025-06-03 19:25:27",vP2zSKDo...,5
146043,"The OC Fair Fun Run",08/11/2024,08/11/2024,08/10/2025,08/10/2025,F,F,T,"4/7/2023 16:51","5/30/2025 10:53","<p>Run, walk, or skip through the OC Fair!<br />5K fun for everyone! #RunforFun<br />August 10, 2025</p>
<p>OC Fair &amp; Event Center | 88 Fair Dr. Costa Mesa CA</p>",https://runsignup.com/Race/CA/CostaMesa/TheOCFairFunRun,http://ocfair5k.com,,ocfair5k,405251135828252,"88 Fair Drive",,"Costa Mesa",CA,92626,US,America/Los_Angeles,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-207637-1747078151.2367-0.bOiKWh.png,F,"2025-06-03 19:25:30",0NffC99H...,8
146406,"Braselton Police Foundation 5K",07/27/2024,07/27/2024,07/26/2025,07/26/2025,F,F,T,"4/17/2023 11:37","12/6/2024 14:59","<p>The Braselton Police Foundation raises funds to provide equipment and financial support to the Braselton Police Department and to individual officers in need. <br /><br />The Foundation is additionally working with BPD so they can expand their initiatives to institute an array of public safety initiatives. Through our public-private partnership model, we plan to pursue, privately fund and implement programming that creates a safe town for every citizen of Braselton.</p>",https://runsignup.com/Race/GA/Braselton/BraseltonPoliceFoundation5K,,,,,"Braselton Brother's Department Store Building, Lower Patio on the Davis Street Side","9924 Davis St",Braselton,GA,30517,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race146406-logo-0.bKscgB.png,F,"2025-06-03 19:25:26",e1lSV9eY...,4
146856,"Empire State Building Run-Up",10/09/2024,10/09/2024,10/08/2025,10/08/2025,F,F,F,"4/26/2023 14:43","5/29/2025 16:09","<p>The Empire State Building Run-Up (ESBRU)—the world’s first and most famous tower race—challenges runners from near and far to race up its famed 86 flights—1,576 stairs. While visitors can reach the building’s Observatory via elevator in under one minute, the fastest runners have covered the 86 floors by foot in about 10 minutes. Leaders in the sport of professional tower-running converge at the Empire State Building in what some consider the ultimate test of endurance. </p>",https://runsignup.com/Race/NY/NewYork/EmpireStateBuildingRunUp,,,,,"20 W 34th St",,"New York",NY,10001,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-208618-1740419763.2229-0.bNVlkZ.png,F,"2025-06-03 19:25:29",8Rs1dOb7...,7
146894,"Classic City Marathon, Half Marathon, and Marathon Relay",01/25/2025,01/25/2025,01/24/2026,01/24/2026,F,F,T,"4/27/2023 10:33","4/30/2025 07:17","<p>Run our Classic City! We present to you a beautiful marathon, half marathon, and a 2 - 4 person marathon relay. All of our races are carefully crafted by runners.</p>
<p><b>For more information about this great event visit <a href=""http://www.classiccitymarathon.com"" target=""_blank"" rel=""nofollow noopener noreferrer"">classiccitymarathon.com</a></b></p>",https://runsignup.com/Race/GA/Athens/ClassicCityMarathon,,,,,"300 North Thomas Street","Classic Center",Athens,GA,30601,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race146894-logo-0.bKs_Qr.png,T,"2025-06-03 19:25:26",e1lSV9eY...,4
147971,"Gobbler Grind Marathon, Half Marathon, 10K & 5K",11/24/2024,11/24/2024,11/23/2025,11/23/2025,F,F,T,"5/22/2023 21:57","1/30/2025 11:22","<p>The Gobbler Grind Marathon, one of Kansas’ oldest marathon. An enduring tradition in the heart of Johnson County, Kansas for nearly three decades that connects Kansas and Missouri running communities together.</p>
<p>Now in it&#39;s 32nd year, this historic road race, held on the Sunday before Thanksgiving each year, is the Kansas Marathon you don’t want to miss, drawing runners and fitness enthusiasts from all corners. </p>
<p>Join us at the Gobbler Grind, on November 23, 2025 where we offer a Boston Qualifying Marathon (also a 50 State Marathon Club Certified Race), Half Marathon, 10K and 5K distances—a celebration of passion, competition, and friendship within the vibrant running community. Let’s lace up our shoes and chase after our dreams together, preserving the cherished tradition of this historic race in Kansas and beyond. For more information visit <a href=""https://www.gobblergrindmarathon.com"" target=""_blank"" rel=""nofollow noopener noreferrer"">www.gobblergrindmarathon.com</a> </p>",https://runsignup.com/Race/KS/OverlandPark/GobblerGrind,https://gobblergrindmarathon.com/,,GobblerGrindRun,,"9401 Indian Creek Trail",,"Overland Park",KS,66210,US,America/Chicago,https://d368g9lw5ileu7.cloudfront.net/races/race147971-logo-0.bK767p.png,T,"2025-06-03 19:25:24",KMVON3kq...,1
148001,"Nightmare on Creek Street 5K",10/11/2024,10/11/2024,10/10/2025,10/10/2025,T,F,T,"5/23/2023 14:12","4/29/2025 07:11","<h3>RUN....</h3>
<h3>RUN FAST.....</h3>
<h3>This Friday the 13th themed 5K will surely have you achieving a PR as you never know who is going to be right behind you on the course.</h3>
<h3>Join us for a thrilling good time :)</h3>",https://runsignup.com/Race/DE/Newark/NightmareonCreekStreet5K,,,,,"89 Papermill Road","Olan Thomas Park",Newark,DE,19711,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race148001-logo-0.bKSaFC.png,F,"2025-06-03 19:25:31",hNkiyApi...,9
148157,"3rd Annual Roost Rebellion Relays",09/04/2024,09/04/2024,09/03/2025,09/03/2025,F,F,F,"5/26/2023 13:58","6/3/2025 10:26","<p><b>The Roost Rebellion is back.</b></p>
<p><b>Welcome to the 3rd Annual Roost Rebellion Relays! </b>This year&#39;s race is on Sept 3rd and will feature 3 different Relays!</p>
<ul><li>Assemble your 4 x 1 mile (ish) relay team to race around Smith Lake in Wash Park, starting and stopping at the Boat House. Each team needs to be co-ed with at least 1 women per team.</li><li>The cost is $100 for a <strong>Sponsored team</strong>. Spaces are limited. $60 per team for <strong>Open/Community and Elite Teams</strong>. </li><li>You must make a team name when registering. See below on how to create a team. </li></ul>
<p><strong>What&#39;s a sponsored team?</strong> </p>
<ul><li><strong>Sponsored teams</strong> will be decked out by their respective brands on race day. </li><li>There are limited sponsored team slots. First come first serve.  </li><li>The Sponsored Team roster <strong>must be filled out by August 1st </strong>in order to procure your gear.  </li></ul>
<p><strong>How To Create a Team</strong></p>
<ul><li>The first person to register will <strong>create</strong> a team and pay the entire fee.</li><li>Following team members will register and <strong>join </strong>that team during the process. There will be no charge on RunSignUp for the next 3 members. </li><li>Every person must register through RunSignUp.  </li></ul>
<p><b>Schedule</b></p>
<p>5:30pm - Check-in opens at the Boathouse in Washington Park. There will be shoes to demo for any Open or Elite racer. </p>
<p>6:00pm - Open Race</p>
<p>6:30pm - Sponsored Race</p>
<p>7:00pm - Elite Race</p>
<p>7:30 - 10pm - Afterparty in the Boathouse will include DJ and Food Truck. </p>
<p><b>Prizes</b></p>
<p>TBA</p>
<p>There will be fun prizes for the Open and Sponsored races as well as a cash purse for the Elite Teams.  Stay tuned for more. </p>",https://runsignup.com/Race/CO/Denver/RoostRebellionRelays,,,,,"Washington Park Boathouse",,Denver,CO,80210,US,America/Denver,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-210124-1746135248.8747-0.bOe-Jq.png,F,"2025-06-03 19:25:27",vP2zSKDo...,5
148538,"2026 Crown City Classic 12K & 5K PRE-SALE!",07/04/2024,07/14/2024,07/04/2026,07/04/2026,F,F,F,"6/5/2023 16:50","5/20/2025 09:45","<h4>The Crown City Classic returns for it&#39;s 53rd year!</h4>
<p>Run 12K (7.4 miles) or 5K (3.1 miles) to kick off your 4th of July festivities! Enjoy the scenic views of the Coronado Bridge along Glorietta Boulevard. Also returning in 2025, is the Crown City Kids Half Mile for ages 12 and under! </p>
<p> </p>
<p><b>The Perks of Participating:</b></p>
<p>Kick-start your 4th of July week!<br />Exclusive 2026 Event Tee <br />Commemorative Finisher Medal <br />Live Finisher Results</p>",https://runsignup.com/Race/CA/Coronado/CrownCityClassic12K5KPRESALE,http://crowncityrun.com/,,crowncityrun,,"2000 Mullinex Drive",,Coronado,CA,92118,US,America/Los_Angeles,https://d368g9lw5ileu7.cloudfront.net/races/race148538-scaled-logo-0.bMiuUR.png,F,"2025-06-03 19:25:30",0NffC99H...,8
148985,"Surfin' Santa's Christmas In July 5k & Holiday Stroll",07/28/2024,07/28/2024,07/27/2025,07/27/2025,F,F,T,"6/15/2023 07:26","4/1/2025 13:47","<h2><span style=""color:rgb( 224 , 62 , 45 )""><strong>LAST YEAR WE SOLD OUT A WEEK IN ADVANCE. DON&#39;T GET SHUT OUT THIS YEAR!</strong></span></h2>
<h2><br /><span style=""background-color:rgb( 194 , 224 , 244 )""><strong>Join us Sunday, July 27th at 8:30 AM</strong></span> for the Surfside Hotel</h2>
<h2>&#34;Surfin’ Santa’s Christmas in July 5K and Holiday Stroll&#34; to benefit St Vincent’s Swim Across the Sound. </h2>
<p> </p>
<h2><strong><span style=""color:rgb( 224 , 62 , 45 )"">We have a strict, 250 person limit!</span>  Last year we sold out ahead of the race date.</strong></h2>
<h5> </h5>
<h2><strong>You can run or walk the &#34;<span style=""text-decoration:underline"">chip timed&#34; 3.11 mile/5k </span></strong><span style=""text-decoration:underline"">event</span></h2>
<h2><span style=""background-color:rgb( 251 , 238 , 184 )"">Or you can walk the <span style=""text-decoration:underline"">UNTIMED one-mile Holiday Stroll option</span></span>. All abilities are welcome</h2>
<h2>*EVERYONE 21 &amp; over is eligible for a terrific holiday cheer frozen drink after their finish.</h2>
<h2>(N/a drinks, other N/a fluids &amp; soft drinks also available). </h2>
<h2><br />Our course runs through the scenic seaside neighborhood of Lordship, in Stratford.</h2>
<h2> </h2>
<h2><span style=""text-decoration:underline""><em><strong>2025 Fundraiser Recipient: St Vincent’s Swim Across The Sound: </strong></em></span></h2>
<h2><em>Each Summer, swimmers make the 15.5 mile trek across the Long Island Sound from Port Jefferson to Bridgeport. The Swim raises more than $500,000 a year to support oncology programs and provide financial assistance to cancer patients and families in our community regardless of where they are treated. </em></h2>
<h4> </h4>
<h3><span style=""text-decoration:underline""><strong>EVENT SCHEDULE <br /></strong></span><em><strong>REG OPENS APRIL 2</strong></em></h3>
<h3><em><strong>July 13 - Registration deadline at midnight for guaranteed* shirt size. </strong></em></h3>
<h3><em><strong>After that &#39;as available&#39; - and we could run out</strong></em><span style=""text-decoration:underline""><strong><br /><br />SATURDAY, July 26, 8:30-10:30  </strong></span></h3>
<h4><strong>Bib &amp; swag pickup across from the Little Pub Restaurant, Washington Parkway. <br /></strong></h4>
<h4> </h4>
<h4><span style=""text-decoration:underline""><strong>SUNDAY, July 27  <br /></strong></span><strong>7:15-8:25 am  Bib &amp; swag pickup at the lot across the street from the Little Pub.  </strong></h4>
<h4><strong>Really late reg online-<span style=""text-decoration:underline""><em>only if not sold out.</em></span></strong></h4>
<h4><strong><br />8:20am FREE Kids Fun Run (10 year old &amp; younger only please)<br />8:30 am START Timed 5K RUN /walk &amp; untimed stroll<br />8:55 am Post-event snacks, bottled water, AND Holiday Cheer (21 and over only)</strong><span style=""text-decoration:underline""></span></h4>
<ul><li>
<h4>Holiday Market and post-race reception begins at 9 am. </h4>
</li></ul>
<h2> </h2>
<h2>Paid registrants receive.</h2>
<ul><li>
<h4>Surfin Santa 5k Shirt (size guarantee ends 7/13)</h4>
</li><li>
<h4>Computer chip timing</h4>
</li><li>
<h4>Free parking till it fills up (don&#39;t be late please)</h4>
</li><li>
<h4>A beautiful, flat, scenic course along the water</h4>
</li><li>
<h4>Snacks &amp; stuff when you are done </h4>
</li></ul>
<h2> </h2>
<h2>All registrants are invited to a post-race party with a choice of a complimentary</h2>
<ul><li>
<h4>Kringle: Frozen Strawberry Slushy</h4>
</li><li>
<h4>Krampus: Frozen Sour Apple Slushy</h4>
</li><li>
<h4>Lucky Lager</h4>
</li><li>
<h4>Frozen Lemonade </h4>
</li><li>
<h4>Snacks</h4>
</li></ul>
<h4>Then enjoy -</h4>
<ul><li>
<h4>Our Holiday Market, photo booth, and more to follow. Stay tuned!</h4>
</li></ul>
<h2> </h2>
<h2><span style=""text-decoration:underline""><span style=""color:rgb( 224 , 62 , 45 );text-decoration:underline""><b>Prizes/awards</b></span></span></h2>
<h3>1st Men’s/1st Women’s Grand Prize: THE Surfside Getaway!</h3>
<h3>One night midweek getaway at the Surfside Hotel! Enjoy the beach, the bikes, &amp; the beautiful seaside village of Lordship. <b><span style=""background-color:#fbeeb8"">Terms</span></b>: one-night stay Sun-Thurs. Standard room. Based on availability.</h3>
<h3>Non-holiday or weekends. 2-week advance notice is required.</h3>
<h3><br /><span style=""text-decoration:underline""><b>AWARDS/UNIQUE ‘Trophies’ </b></span>- <span style=""color:rgb( 224 , 62 , 45 )""><strong>&#34;Think Xmas Socks&#34;...</strong></span></h3>
<h3>Special themed stuff (or gift cards) to the top M &amp; F</h3>
<h3>in age groups 9 &amp; under, 10-13, 14-18, 19-29,</h3>
<h3>30-39, 40-49, 50-59, 60-69, 70-79, 80&#43; and first non-binary.</h3>
<h3>We are working on 2nd &amp; 3rd place awards. </h3>
<p> </p>
<h3><i><b>SPECIAL AWARDS- SWIM ACROSS THE SOUND GIFT BASKETS </b></i></h3>
<h3>Donated by Hartford Healthcare this Swim Across the Sound basket will be awarded to the participant showing the most Holiday Cheer. </h3>
<h5> </h5>
<h5><u><b>EVENT INFORMATION</b></u><br />You can run or walk the &#34;chip timed&#34; 3.11 mile/5k event or walk the UNTIMED Holiday Stroll option. All abilities are welcome  <br />All participants in both events will receive the same &#39;swag&#39; of shirts and more.</h5>
<h5>ONLY The 5k TIMED distance participants are eligible for awards &amp; prizes in their age groups. </h5>
<h5>The untimed walk does not include any awards.</h5>
<h5>This safe, modified event follows all state guidelines and health department mandates.</h5>
<p> </p>
<p><span style=""text-decoration:underline""><strong>Parking</strong></span> is available in lots at the Little Pub, on Washington Pkwy, along the seawall and side streets</p>
<p>PLEASE arrive early and try to carpool. This is a residential area- parking along the seawall may fill up early with non-event spectators,</p>
<p>fishermen/women, and sightseers. Valet parking is NOT available!</p>
<h5> </h5>
<h5><span style=""color:#000000""><span style=""color:#e03e2d""><b><span style=""text-decoration:underline""><em>ONLINE REGISTRATION FEES</em></span> </b></span>-  </span></h5>
<h5><span style=""color:#000000""><span style=""color:#e03e2d""><b>THE 5k (3.11 miles) TIMED EVENT</b> - <strong>Fee for ALL ages </strong></span></span></h5>
<h4><strong><span style=""color:#000000""><span style=""color:#e03e2d""> 4/6-4/30  $30    5/1-6/30  $35    7/1-7/27  $40</span></span></strong></h4>
<p> </p>
<h5><span style=""color:#000000""><span style=""color:#e03e2d""><span style=""color:#3598db""><b>THE ONE-Mi WALK ONLY, UNTIMED EVENT - Fee all ages</b></span></span></span></h5>
<h4><span style=""color:rgb( 53 , 152 , 219 )""><strong>4/6-4/30 $30    5/1-6/30   $33     7/1-727  $35</strong></span></h4>
<p> </p>
<h5><span style=""color:#000000""><u><b>COURSE DETAILS</b></u> great water views, 95.6% flat, and quiet roads. </span></h5>
<h5><span style=""color:#000000""><a href=""https://www.plotaroute.com/route/2606888"" target=""_blank"" rel=""nofollow noopener noreferrer"">https://www.plotaroute.com/route/2606888</a> </span></h5>
<h5><span style=""color:#000000""><b><span style=""color:#e03e2d"">Roads are OPEN</span></b> - you&#39;ll need to run/walk safely ON THE LEFT, FACING TRAFFIC and be aware at all times. </span></h5>
<h5><span style=""color:#000000"">*We REQUEST that you NOT use ear pods of any type so you can hear any warnings during your event.</span><span style=""color:#000000""></span></h5>
<p> </p>
<h5><span style=""color:#000000;background-color:#ffffff""><b>THERE MIGHT NOT BE WATER TABLES ON THE COURSE. Carry your own fluids if needed.</b></span></h5>
<p> </p>
<h5><u><b><span style=""color:#000000"">SAFETY MODIFICATIONS</span></b></u></h5>
<h5><span style=""color:#000000"">Thanks to the many Departments of Stratford we will be able to present this outdoor event. Safe distances and safety protocols will be in place, and State/Town guidelines will be met.</span><span style=""color:#000000""></span><span style=""color:#000000""> </span></h5>
<h5><span style=""color:#000000"">With fixed costs and pre-payment of many items, this means <span style=""color:#e03e2d"">we CANNOT under any conditions REFUND any registration fees</span>. Whether we are live or virtual our commitment to our charity will be maintained. We hope you can support this commitment and join us.</span><br /><span style=""color:#000000""> </span><br /><span style=""color:#000000""><b><span style=""color:#e03e2d""></span></b></span><span style=""color:#000000""> </span><br /><span style=""color:#000000""><span style=""color:#e03e2d""></span></span><span style=""color:#000000""><span style=""color:#e03e2d"">WE NEED YOUR HELP FOR A SAFE START</span>- If you are truly at a speedy running level (6-7min pace per mile or under) we urge you to be at the start early and ready to go at the front at 8:25 am. This will avoid crowding on the course and help everyone to run more safely. Thanks!</span></h5>
<h5><br /><span style=""color:#000000""><span style=""color:#e03e2d"">ON THE COURSE</span>- We ask you to stay safe and run on the left side</span></h5>
<h5> </h5>
<h5><span style=""color:#000000""><i><span style=""color:#e03e2d"">THE ONE-MILE STROLL IS AN UNTIMED EVENT</span></i>- We ask you to keep a safe distance and <i><b>please let any runners pass safely</b></i> by staying to the left side of the roads on this course as much as possible.  <br /></span></h5>
<h5> </h5>
<h5><span style=""color:#000000""><span style=""text-decoration:underline;color:rgb( 224 , 62 , 45 )""><strong>THE KIDS FUN RUN</strong></span> IS DIRECTED AND RUN BY THE UBIQUITOUS “QUEEN OF THE KIDS RUN” <em><strong>DONNA CRAMOND</strong></em>. We recommend 10yrs and under please. Yes an adult can accompany a child if it helps to avoid drama. That goes for the little tyke as well. You do not want to arrive late and miss Donna’s warm up routine. Video taping is welcomed. <span style=""color:#e03e2d""></span></span></h5>
<p> </p>
<h5><u><b><span style=""color:#000000"">EVENT COORDINATION</span></b></u></h5>
<h5><span style=""color:#000000"">The <i><b>Little Pub</b></i> is proud to have a great team led by Lordship&#39;s own Jumpin&#39;<b><i> Jillian Bass and Owner of the LP- Doug Grabe</i></b></span></h5>
<h5><span style=""color:#000000""><b>MS Running Productions </b>- <i>Marty Schaivone </i>is the race director and coordinator of more than 35 races, including The Little O’Pub 5k, Two Roads Shore to the Pour, the Turkey Trot in Stratford, the Bigelow Tea Community Challenge and Hot Oil 5K in Fairfield, the Great Pumpkin Classic at Trumbull High School, and many others in Fairfield County. <br />MS Running Productions is available for event consulting &amp; directing. Contact Marty at <a target=""_blank"">msrunningproductions&#64;yahoo.com</a> </span></h5>
<h5> </h5>
<h5><b><span style=""color:#000000"">SPONSOR &amp; PARTNER OPPORTUNITIES</span></b><br /><span style=""color:#000000"">If you or your company would like to partner with us, please contact Jillian &amp; Doug <a target=""_blank"">STRATFORD&#64;LITTLEPUB.COM</a> </span></h5>
<h3> </h3>",https://runsignup.com/Race/CT/Stratford/SurfinSantasChristmasInJuly5kHolidayStroll,,,,,"10 Washington Pkwy",,Stratford,CT,06615,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-211065-1743460190.8858-0.bN6XDE.png,F,"2025-06-03 19:25:32",EuMWyAqP...,10
